,Timestamp,Wat is je vooropleiding?,Waar woon je nu?,"Ik heb voor deze studie gekozen, omdat...",Kies de TV-/internetserie die jou het meest aanspreekt.,Kies de hobby die jou het meest aanspreekt.,Star...?,Hoe zou jij HBO-ICT het liefst willen toepassen?,Kies de computergame die jou het meest aanspreekt.,Kies de superheld die jou het meest aanspreekt.,"Als je een huisdier zou mogen kiezen, welke zou dat dan zijn?",Kies het Operating System dat jou het meest aanspreekt.,Ik had mijn huiswerk goed voorbereid.,Als je voor opdracht A hebt gekozen: Had je pen en papier meegenomen?,Welke opdracht heb je gekozen? ,Ik denk dat ik Python vaak zou willen gebruiken.,Ik vond de opdrachten onnodig complex.,Ik vond Python makkelijk te programmeren,Ik denk dat ik veel hulp van een docent/studentassistent nodig zal hebben als ik Python ga programmeren.,De opdrachten vertoonden veel samenhang.,De opdrachten waren inconsistent.,Ik kan me voorstellen dat de meeste mensen snel leren programmeren in Python ,Ik vond de opdrachten erg lastig,Ik voelde me erg zelfverzekerd tijdens het maken van de opdrachten,Ik moest eerst veel leren voordat ik de opdrachten kon maken.
137,6/22/2015 14:35:49,Havo,Zuid-Holland,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Gamen,Starbucks,Data over reisvluchten en koopgedrag op een luchthaven verzamelen en analyseren om het productaanbod beter te laten aansluiten op reizigers.,World of Warcraft / League of Legends,Iron man,Kat,OS X,2,Ik heb niet voor opdracht A gekozen,Opdracht B,5,4,2,3,3,3,4,4,2,4
138,6/22/2015 14:35:55,Havo,Utrecht,...deze mij het leukst leek.,The Walking Dead,Gamen,Star Wars,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,World of Warcraft / League of Legends,Iron man,Hond,Linux,5,Nee,Opdracht D,4,1,4,2,3,3,3,1,4,2
139,6/22/2015 14:35:57,Havo,Utrecht,...deze mij het leukst leek.,Game of Thrones,Gamen,Star Wars,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Pokémon,Deadpool,Kat,Linux,4,Ik heb niet voor opdracht A gekozen,Opdracht D,5,2,4,3,3,3,4,2,3,2
140,6/22/2015 14:36:13,Havo,Utrecht,...deze mij het leukst leek.,Naruto,Actieve sport,Stark Industries,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Call of Duty / Battlefield,Iron man,Mewtwo,Windows,2,Nee,Opdracht A,4,2,3,3,2,2,5,3,4,5
141,6/22/2015 14:36:13,Havo,Noord-Holland,...deze mij het leukst leek.,Game of Thrones,Gamen,Star Wars,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Call of Duty / Battlefield,Deadpool,Kat,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht D,3,2,3,4,5,4,2,3,3,2
142,6/22/2015 14:36:15,Havo,Zuid-Holland,...deze mij het meeste kans op een baan geeft.,The Big Bang Theory,Gamen,Starbucks,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Call of Duty / Battlefield,Batman,Kat,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht B,4,3,3,4,4,3,3,3,3,4
143,6/22/2015 14:36:37,Ik heb de 21+ toets gedaan,Flevoland,...deze mij het makkelijkst leek (ik ben goed met computers).,Game of Thrones,Gamen,Stark Industries,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,World of Warcraft / League of Legends,Wonder Woman,Rancor,Windows,3,Ik heb niet voor opdracht A gekozen,Opdracht D,4,2,5,2,3,2,3,1,4,2
144,6/22/2015 14:36:41,MBO,Noord-Brabant,...deze mij het meest werd geadviseerd.,The Walking Dead,TV kijken,Star Wars,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Grand Theft Auto,Batman,Hond,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht D,3,2,4,4,4,4,4,3,4,3
145,6/22/2015 14:36:43,Havo,Noord-Brabant,...deze mij het meeste kans op een baan geeft.,Breaking Bad / Better Call Saul,TV kijken,Star Wars,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Grand Theft Auto,Superman,Hond,Windows,4,Nee,Opdracht C,4,3,5,2,3,4,4,2,5,2
146,6/22/2015 14:37:02,Havo,Noord-Holland,...deze mij het leukst leek.,The Walking Dead,Gamen,Star Wars,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Call of Duty / Battlefield,Iron man,Kat,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht B,4,1,3,3,4,2,4,2,3,2
147,6/22/2015 14:37:26,MBO,Utrecht,...deze mij het leukst leek.,Naruto,Actieve sport,Starbucks,Data over reisvluchten en koopgedrag op een luchthaven verzamelen en analyseren om het productaanbod beter te laten aansluiten op reizigers.,Grand Theft Auto,Wonder Woman,Mewtwo,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht D,2,1,4,1,4,3,3,1,4,2
148,6/22/2015 14:37:40,MBO,Zeeland,...deze mij het meest werd geadviseerd.,Breaking Bad / Better Call Saul,Stappen / uitgaan,Starbucks,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Grand Theft Auto,Superman,Hond,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht D,2,3,2,3,3,3,2,2,3,3
149,6/22/2015 14:38:10,MBO,Utrecht,...deze mij het meeste kans op een baan geeft.,Game of Thrones,Gamen,Star Trek,Data over reisvluchten en koopgedrag op een luchthaven verzamelen en analyseren om het productaanbod beter te laten aansluiten op reizigers.,Angry Birds / Flappy Bird,Superman,Rancor,Linux,2,Ik heb niet voor opdracht A gekozen,Opdracht D,4,3,3,4,4,4,3,2,4,4
150,6/22/2015 14:39:18,Havo,Utrecht,...deze mij het leukst leek.,Naruto,Gamen,Stark Industries,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Pokémon,Deadpool,Mewtwo,Windows,3,Ik heb niet voor opdracht A gekozen,Opdracht D,4,2,3,2,2,2,2,3,4,2
151,6/22/2015 14:40:02,MBO,Utrecht,...deze mij het leukst leek.,Game of Thrones,Actieve sport,Stark Industries,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Grand Theft Auto,Batman,Kat,Windows,2,Ik heb niet voor opdracht A gekozen,Opdracht D,1,3,3,3,3,3,3,3,3,4
152,6/22/2015 15:47:34,Havo,Noord-Holland,...deze mij het leukst leek.,Naruto,Stappen / uitgaan,Star Wars,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Grand Theft Auto,Batman,Kat,Windows,3,Ik heb niet voor opdracht A gekozen,Opdracht C,4,1,3,2,3,2,2,3,5,3
153,6/22/2015 15:50:39,MBO,Noord-Holland,...deze mij het leukst leek.,Game of Thrones,Denk- en puzzelsport,Star Trek,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",Pokémon,Batman,Hond,Linux,5,Ik heb niet voor opdracht A gekozen,Opdracht C,3,1,5,1,4,2,5,1,5,1
154,6/22/2015 15:53:00,MBO 4 Multimedia paar jaar terug afgerond,Utrecht,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Gamen,Star Wars,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",Call of Duty / Battlefield,Deadpool,Kat,Windows,4,Ja,Opdracht D,3,3,3,3,3,3,4,2,4,2
155,6/22/2015 15:53:16,VWO,Utrecht,...deze mij het leukst leek.,Game of Thrones,Gamen,Stark Industries,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Call of Duty / Battlefield,Iron man,Kat,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht D,3,2,3,3,3,4,3,3,4,3
156,6/22/2015 15:53:47,MBO,Utrecht,...deze mij het leukst leek.,Naruto,Actieve sport,Starbucks,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Pokémon,Iron man,Hond,Windows,3,Ja,Opdracht C,3,2,5,3,3,2,4,2,5,1
157,6/22/2015 15:56:36,Havo,Gelderland,...deze mij het leukst leek.,The Walking Dead,Gamen,Star Wars,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Pokémon,Batman,Kat,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht C,4,3,4,2,4,2,4,3,3,3
158,6/22/2015 15:58:11,MBO,Zuid-Holland,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Actieve sport,Starbucks,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Call of Duty / Battlefield,Superman,Hond,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht D,2,1,5,3,2,1,5,1,5,1
159,6/22/2015 15:59:04,MBO,Gelderland,...deze mij het makkelijkst leek (ik ben goed met computers).,The Big Bang Theory,Gamen,Stark Industries,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Grand Theft Auto,Iron man,Kat,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht D,2,1,4,4,4,4,3,2,3,2
160,6/22/2015 15:59:16,Havo,Utrecht,...deze mij het meest werd geadviseerd.,Naruto,Gamen,Star Wars,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,World of Warcraft / League of Legends,Iron man,Hond,Windows,5,Nee,Opdracht C,4,3,5,3,3,4,4,1,5,1
161,6/22/2015 15:59:34,MBO,Flevoland,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Gamen,Star Wars,Data over reisvluchten en koopgedrag op een luchthaven verzamelen en analyseren om het productaanbod beter te laten aansluiten op reizigers.,World of Warcraft / League of Legends,Deadpool,Kat,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht B,3,1,5,1,4,4,5,1,5,1
162,6/22/2015 16:00:05,Havo,Utrecht,...deze mij het leukst leek.,The Big Bang Theory,Gamen,Star Wars,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Pokémon,Batman,Kat,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht C,4,2,5,2,3,3,5,1,4,2
163,6/22/2015 16:02:48,MBO,Overijssel,...deze mij het leukst leek.,The Big Bang Theory,Gamen,Stark Industries,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,World of Warcraft / League of Legends,Batman,Hond,Windows,3,Ik heb niet voor opdracht A gekozen,Opdracht D,3,3,3,4,3,3,5,3,3,1
164,6/22/2015 16:03:12,Havo,Noord-Holland,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,TV kijken,Star Wars,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Call of Duty / Battlefield,Superman,Hond,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht D,3,1,5,3,3,4,4,2,3,2
165,6/22/2015 16:03:45,MBO,Utrecht,...deze mij het leukst leek.,Naruto,Gamen,Star Wars,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,World of Warcraft / League of Legends,Deadpool,Hond,Linux,1,Ik heb niet voor opdracht A gekozen,Opdracht C,5,2,5,1,2,2,5,3,3,1
166,6/22/2015 16:04:23,MBO,Noord-Holland,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Gamen,Star Wars,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Call of Duty / Battlefield,Iron man,Hond,Windows,3,Nee,Opdracht A,2,2,3,3,4,2,3,2,2,2
167,6/22/2015 16:05:09,MBO,Flevoland,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Gamen,Star Wars,Data over reisvluchten en koopgedrag op een luchthaven verzamelen en analyseren om het productaanbod beter te laten aansluiten op reizigers.,Grand Theft Auto,Batman,Kat,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht B,3,1,5,2,3,3,4,2,4,2
168,6/22/2015 16:05:25,Havo,Utrecht,...deze mij het leukst leek.,The Big Bang Theory,Actieve sport,Starbucks,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Call of Duty / Battlefield,Superman,Mewtwo,OS X,4,Ik heb niet voor opdracht A gekozen,Opdracht B,4,3,3,4,4,2,4,3,3,3
169,6/22/2015 16:05:28,Havo,Utrecht,...deze mij het leukst leek.,The Walking Dead,Gamen,Star Wars,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,World of Warcraft / League of Legends,Iron man,Hond,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht D,3,2,4,3,3,4,4,2,5,2
170,6/22/2015 16:05:28,Havo,Utrecht,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Gamen,Starbucks,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,World of Warcraft / League of Legends,Iron man,Hond,OS X,1,Ik heb niet voor opdracht A gekozen,Opdracht D,3,1,5,4,4,5,5,1,5,2
171,6/22/2015 16:05:30,Havo,Utrecht,...deze mij het leukst leek.,Naruto,Gamen,Stark Industries,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",World of Warcraft / League of Legends,Iron man,Kat,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht D,4,1,3,3,3,2,4,2,2,2
172,6/22/2015 16:05:31,Havo,Utrecht,...deze mij het leukst leek.,Game of Thrones,Gamen,Star Wars,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",World of Warcraft / League of Legends,Deadpool,Mewtwo,Windows,3,Ik heb niet voor opdracht A gekozen,Opdracht B,3,3,3,3,2,4,3,4,3,4
173,6/22/2015 16:05:32,Havo,Utrecht,...deze mij het leukst leek.,Game of Thrones,Stappen / uitgaan,Starbucks,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,World of Warcraft / League of Legends,Iron man,Hond,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht B,4,2,2,4,3,4,2,4,1,3
174,6/22/2015 16:05:59,MBO,Noord-Holland,...deze mij het meeste kans op een baan geeft.,Game of Thrones,Actieve sport,Star Wars,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,World of Warcraft / League of Legends,Batman,Kat,Windows,2,Ik heb niet voor opdracht A gekozen,Opdracht B,4,1,3,4,3,2,3,3,3,2
175,6/22/2015 16:06:15,Havo,Utrecht,...deze mij het leukst leek.,Naruto,TV kijken,Star Trek,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Pokémon,Deadpool,Mewtwo,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht B,3,3,3,3,3,3,3,3,3,3
176,6/22/2015 16:06:21,Havo,Utrecht,...deze mij het leukst leek.,Game of Thrones,Gamen,Star Wars,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Grand Theft Auto,Batman,Hond,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht B,4,2,4,5,3,3,4,3,4,2
177,6/22/2015 16:06:29,Havo,Utrecht,...deze mij het leukst leek.,Game of Thrones,Stappen / uitgaan,Star Wars,Data over reisvluchten en koopgedrag op een luchthaven verzamelen en analyseren om het productaanbod beter te laten aansluiten op reizigers.,Call of Duty / Battlefield,Iron man,Hond,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht B,3,4,2,3,3,3,4,4,3,4
178,6/22/2015 16:07:05,Havo,Utrecht,...deze mij het leukst leek.,The Walking Dead,Gamen,Starbucks,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Call of Duty / Battlefield,Batman,Kat,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht D,3,2,3,3,3,3,4,2,4,2
179,6/22/2015 16:07:10,Havo,Overijssel,...deze mij het leukst leek.,Game of Thrones,Gamen,Star Wars,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,World of Warcraft / League of Legends,Iron man,Hond,Windows,5,Nee,Opdracht B,4,4,2,3,3,1,4,5,2,5
180,6/22/2015 16:07:30,MBO ICT beheerder,Utrecht,...deze mij het meest werd geadviseerd.,The Big Bang Theory,Denk- en puzzelsport,Stark Industries,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Call of Duty / Battlefield,Superman,Mewtwo,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht B,4,3,4,1,2,3,3,2,4,1
181,6/22/2015 16:07:32,Havo,Utrecht,...deze mij het leukst leek.,The Big Bang Theory,Gamen,Star Wars,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Pokémon,Deadpool,Hond,Windows,3,Nee,Opdracht D,4,2,2,4,4,2,3,3,2,3
182,6/22/2015 16:07:35,Havo,Utrecht,...deze mij het leukst leek.,The Big Bang Theory,Actieve sport,Star Wars,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Call of Duty / Battlefield,Iron man,Hond,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht B,3,4,2,4,3,3,3,4,2,5
183,6/22/2015 16:07:52,VWO,Utrecht,...deze mij het leukst leek.,The Big Bang Theory,Actieve sport,Starbucks,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Grand Theft Auto,Superman,Hond,Linux,4,Ik heb niet voor opdracht A gekozen,Opdracht C,3,3,2,3,4,2,4,4,3,3
184,6/22/2015 16:08:13,MBO,Utrecht,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Stappen / uitgaan,Star Wars,Data over reisvluchten en koopgedrag op een luchthaven verzamelen en analyseren om het productaanbod beter te laten aansluiten op reizigers.,Call of Duty / Battlefield,Batman,Hond,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht B,4,1,4,2,3,2,4,1,4,2
185,6/22/2015 16:08:16,MBO,Utrecht,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Actieve sport,Star Wars,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,World of Warcraft / League of Legends,Superman,Hond,Linux,5,Ik heb niet voor opdracht A gekozen,Opdracht D,4,3,4,2,3,2,3,2,4,2
186,6/22/2015 16:08:23,Havo,Noord-Holland,...deze mij het leukst leek.,Game of Thrones,Stappen / uitgaan,Starbucks,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Call of Duty / Battlefield,Wonder Woman,Hond,OS X,5,Ik heb niet voor opdracht A gekozen,Opdracht C,4,2,3,3,4,3,2,3,2,2
187,6/22/2015 16:08:34,MBO,Utrecht,...deze mij het leukst leek.,Game of Thrones,Stappen / uitgaan,Stark Industries,Data over reisvluchten en koopgedrag op een luchthaven verzamelen en analyseren om het productaanbod beter te laten aansluiten op reizigers.,Call of Duty / Battlefield,Iron man,Hond,OS X,1,Nee,Opdracht A,2,4,2,2,2,2,2,2,2,2
188,6/22/2015 16:08:38,Havo,Utrecht,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Actieve sport,Stark Industries,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Grand Theft Auto,Batman,Mewtwo,OS X,3,Ja,Opdracht A,4,3,3,3,4,4,4,3,3,4
189,6/22/2015 16:08:46,VWO,Noord-Holland,...deze mij het meest werd geadviseerd.,Game of Thrones,TV kijken,Stark Industries,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",Grand Theft Auto,Iron man,Kat,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht B,4,4,3,4,4,3,3,4,3,3
190,6/22/2015 16:08:50,Ik heb de 21+ toets gedaan,Noord-Holland,...deze mij het leukst leek.,Game of Thrones,Gamen,Stark Industries,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Grand Theft Auto,Batman,Hond,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht B,5,4,4,2,3,1,4,3,3,2
191,6/22/2015 16:08:55,Havo,Gelderland,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Stappen / uitgaan,Starbucks,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Call of Duty / Battlefield,Superman,Hond,Windows,4,Ja,Opdracht B,4,4,4,4,4,4,4,4,4,4
192,6/22/2015 16:09:03,Havo,Zuid-Holland,...deze mij het leukst leek.,The Walking Dead,Gamen,Star Trek,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Pokémon,Wonder Woman,Mewtwo,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht D,5,2,4,3,3,2,5,2,5,2
193,6/22/2015 16:09:12,Havo,Gelderland,...deze mij het leukst leek.,Game of Thrones,Actieve sport,Stark Industries,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Call of Duty / Battlefield,Iron man,Kat,Windows,4,Nee,Opdracht D,4,1,4,2,1,3,4,3,4,2
194,6/22/2015 16:09:15,Havo,Utrecht,...deze mij het leukst leek.,Game of Thrones,Gamen,Star Wars,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,World of Warcraft / League of Legends,Batman,Mewtwo,Windows,2,Ik heb niet voor opdracht A gekozen,Opdracht B,4,3,4,4,3,3,4,2,3,3
195,6/22/2015 16:09:24,Havo,Utrecht,...deze mij het leukst leek.,Game of Thrones,TV kijken,Starbucks,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Grand Theft Auto,Deadpool,Hond,Windows,3,Nee,Opdracht A,3,3,3,5,2,2,4,3,4,3
196,6/22/2015 16:09:28,MBO,Utrecht,...deze mij het leukst leek.,Naruto,Actieve sport,Starbucks,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Grand Theft Auto,Superman,Mewtwo,Linux,5,Nee,Opdracht A,3,3,5,1,3,3,4,2,4,2
197,6/22/2015 16:09:49,MBO,Utrecht,...deze mij het leukst leek.,Naruto,Gamen,Star Wars,Data over reisvluchten en koopgedrag op een luchthaven verzamelen en analyseren om het productaanbod beter te laten aansluiten op reizigers.,World of Warcraft / League of Legends,Batman,Mewtwo,Windows,3,Ja,Opdracht C,3,4,3,4,3,3,4,3,2,5
198,6/22/2015 16:10:23,Havo,Utrecht,...deze mij het leukst leek.,The Big Bang Theory,Gamen,Star Wars,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Grand Theft Auto,Iron man,Mewtwo,Windows,3,Ik heb niet voor opdracht A gekozen,Opdracht C,4,2,2,3,4,4,5,4,3,3
199,6/22/2015 16:10:39,MBO,Utrecht,...deze mij het leukst leek.,Game of Thrones,Gamen,Starbucks,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Call of Duty / Battlefield,Superman,Hond,Windows,2,Ja,Opdracht B,3,3,3,4,3,3,3,4,3,4
200,6/22/2015 16:10:50,Havo,Utrecht,...deze mij het leukst leek.,The Walking Dead,Gamen,Star Wars,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",Grand Theft Auto,Deadpool,Hond,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht D,4,3,4,3,3,3,4,3,3,3
201,6/22/2015 16:10:52,Havo,Utrecht,...deze mij het leukst leek.,The Big Bang Theory,Stappen / uitgaan,Star Wars,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Grand Theft Auto,Iron man,Mewtwo,Windows,3,Ik heb niet voor opdracht A gekozen,Opdracht D,4,4,2,3,2,4,4,2,3,2
202,6/22/2015 16:11:34,MBO,Noord-Brabant,...deze mij het leukst leek.,The Walking Dead,Gamen,Star Wars,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Call of Duty / Battlefield,Iron man,Mewtwo,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht D,4,1,3,2,5,2,4,1,5,2
203,6/22/2015 16:13:20,Havo,Noord-Holland,...deze mij het leukst leek.,Naruto,Gamen,Star Wars,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Call of Duty / Battlefield,Deadpool,Kat,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht C,5,1,5,5,5,5,4,1,5,2
204,6/22/2015 17:03:10,MBO,Utrecht,...deze mij het meeste kans op een baan geeft.,Breaking Bad / Better Call Saul,Gamen,Starbucks,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Call of Duty / Battlefield,Iron man,Hond,Linux,4,Ja,Opdracht A,2,3,2,3,2,3,2,2,3,3
205,6/22/2015 17:24:27,MBO,Utrecht,...deze mij het leukst leek.,Game of Thrones,Gamen,Star Wars,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Pokémon,Batman,Mewtwo,OS X,5,Ik heb niet voor opdracht A gekozen,Opdracht C,3,2,3,3,4,2,2,3,3,3
206,7/9/2015 10:20:39,Havo,Utrecht,...deze mij het leukst leek.,Naruto,Stappen / uitgaan,Stark Industries,Data over reisvluchten en koopgedrag op een luchthaven verzamelen en analyseren om het productaanbod beter te laten aansluiten op reizigers.,World of Warcraft / League of Legends,Deadpool,Hond,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht B,5,1,5,2,5,3,5,1,5,1
207,7/9/2015 10:25:31,Havo,Utrecht,...deze mij het leukst leek.,Game of Thrones,Gamen,Star Wars,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",World of Warcraft / League of Legends,Deadpool,Hond,Windows,3,Nee,Opdracht C,4,3,5,1,2,3,4,1,5,1
